// jMWE MWE Description Data File
// Generated on Sat May 07 16:35:12 EDT 2011
// Wordnet version 3.0
// Semcor version 1.6
// Compatible with jMWE 1.0.0 
2_samuel_N 0,0,0,0,0
2nd_lieutenant_N 0,0,0,0,0
30_minutes_N 15,0,0,0,0
30_th_J 1,0,0,0,0
327_u._s._114_''_O 1,0,0,0,0
346_u._s._,_at_5_-_6_O 1,0,0,0,0
348_u._s._,_at_412_O 1,0,1,0,0
348_u._s._,_at_412_-_413_O 1,0,0,0,0
348_u._s._385_(_1955_)_O 1,0,0,0,0
348_u._s._407_(_1955_)_O 1,0,0,0,0
353_u._s._,_at_589_O 1,0,0,0,0
353_u._s._,_at_605_O 1,0,0,0,0
353_u._s._,_at_606_O 1,0,0,0,0
353_u._s._,_at_607_O 2,0,1,0,0
353_u._s._,_at_607_-_608_O 1,0,0,0,0
361_u._s._899_O 1,0,0,0,0
362_u._s._525_O 1,0,0,0,0
365_days_N 0,0,0,0,0
366_days_N 0,0,0,0,0
3_hitter_N 1,0,0,0,0
3d_radar_N 0,0,0,0,0
3rd_october_organization_N 0,0,0,0,0
401-k_plan_N 0,0,0,0,0
440_yards_N 0,0,0,0,0
4_,_-_d_N 1,0,0,0,0
4_th_J 3,0,0,0,0
5-hydroxy-3-methylglutaryl-coenzyme_a_reductase_N 0,0,0,0,0
50_-_50_J 1,0,0,0,0
60_minutes_N 0,0,0,0,0
62_stat._604_,_622_,_50_u._s._c._app._462_(_a_O 1,0,0,0,0
6_(_j_)_N 1,0,0,0,0
6_june_1944_N 0,0,0,0,0
6_o_'_clock_V 1,0,0,0,0
6_th_J 3,0,0,0,0
70_th_J 1,0,0,0,0
7_:_45_O 1,0,0,0,0
880_yards_N 0,0,0,0,0
8_may_1945_N 0,0,0,0,0
^_vdingar_N 1,0,0,0,0
a-scan_ultrasonography_N 0,0,0,0,0
a._a._michelson_N 0,0,0,0,0
a._a._milne_N 0,0,0,0,0
a._b._N 1,0,0,0,0
a._conan_doyle_N 0,0,0,0,0
a._e._burnside_N 0,0,0,0,0
a._e._housman_N 0,0,0,0,0
a._e._kennelly_N 0,0,0,0,0
a._e._w._mason_N 0,0,0,0,0
a._noam_chomsky_N 0,0,0,0,0
a._testudineus_N 0,0,0,0,0
a_battery_N 0,0,4,0,0
a_bit_O 1,0,20,0,0
a_bit_R 19,0,2,0,0
a_capella_singing_N 0,0,0,0,0
a_cappella_J 0,0,0,0,0
a_cappella_R 0,0,0,0,0
a_cappella_singing_N 0,0,0,0,0
a_couple_of_J 26,0,0,0,0
a_few_J 125,0,4,0,0
a_fortiori_R 1,0,0,0,0
a_good_deal_R 0,0,10,0,0
a_good_many_J 1,0,3,0,0
a_great_deal_R 1,0,10,0,0
a_hell_of_a_O 1,0,0,0,0
a_horizon_N 0,0,0,0,0
a_house_divided_against_itself_O 1,0,0,0,0
a_hundred_J 15,0,3,0,0
a_hundred_thousand_J 1,0,0,0,0
a_hundred_times_R 1,0,0,0,0
a_kempis_N 0,0,0,0,0
a_la_carte_J 0,0,0,0,0
a_la_carte_N 0,0,0,0,0
a_la_carte_R 0,0,0,0,0
a_la_mode_J 0,0,0,0,0
a_la_mode_R 0,0,0,0,0
a_level_N 0,0,0,0,0
a_little_R 80,0,47,0,0
a_lot_J 10,0,21,0,0
a_lot_R 14,0,17,0,0 lots_of 1,0,10,0,0
a_lot_of_J 1,0,17,0,0
a_million_J 5,0,0,0,0
a_million_times_R 0,0,0,0,0
a_people_N 2,0,0,0,0
a_posteriori_J 0,0,0,0,0
a_posteriori_R 0,0,0,0,0
a_priori_J 0,0,0,0,0
a_priori_R 0,0,0,0,0
a_sour_sponge_N 1,0,0,0,0
a_thousand_J 9,0,1,0,0
a_trifle_R 5,0,0,0,0
aaland_islands_N 0,0,0,0,0
aare_river_N 0,0,0,0,0
aaron's_rod_N 0,0,0,0,0
aaron_burr_N 0,0,0,0,0
aaron_copland_N 0,0,0,0,0
aaron_montgomery_ward_N 0,0,0,0,0
ab_initio_R 0,0,0,0,0
aba_transit_number_N 0,0,0,0,0
abandoned_infant_N 0,0,0,0,0
abandoned_person_N 0,0,0,0,0
abandoned_ship_N 0,0,0,0,0
abasia_trepidans_N 0,0,0,0,0
abatable_nuisance_N 0,0,0,0,0
abatement_of_a_nuisance_N 0,0,0,0,0
abbe_condenser_N 0,0,0,0,0
abbott_lawrence_lowell_N 0,0,0,0,0
abdominal_actinomycosis_N 0,0,0,0,0
abdominal_aorta_N 0,0,0,0,0
abdominal_aortic_aneurysm_N 0,0,0,0,0
abdominal_breathing_N 0,0,0,0,0
abdominal_cavity_N 0,0,0,0,0
abdominal_delivery_N 0,0,0,0,0
abdominal_external_oblique_muscle_N 0,0,0,0,0
abdominal_muscle_N 0,0,0,0,0
abdominal_nerve_plexus_N 0,0,0,0,0
abdominal_pregnancy_N 0,0,0,0,0
abdominal_wall_N 0,0,1,0,0
abducens_muscle_N 0,0,0,0,0
abducens_nerve_N 0,0,0,0,0
abducent_nerve_N 0,0,0,0,0
abductor_muscle_N 0,0,0,0,0
abel_janszoon_tasman_N 0,0,0,0,0
abel_tasman_N 0,0,0,0,0
abelian_group_N 0,0,0,0,0
abelmoschus_esculentus_N 0,0,0,0,0
abelmoschus_moschatus_N 0,0,0,0,0
aberdeen_angus_N 0,0,0,0,0
abide_by_V 2,0,0,0,0
abies_alba_N 0,0,0,0,0
abies_amabilis_N 0,0,0,0,0
abies_balsamea_N 0,0,0,0,0
abies_bracteata_N 0,0,0,0,0
abies_concolor_N 0,0,0,0,0
abies_fraseri_N 0,0,0,0,0
abies_grandis_N 0,0,0,0,0
abies_lasiocarpa_N 0,0,0,0,0
abies_lowiana_N 0,0,0,0,0
abies_venusta_N 0,0,0,0,0
ablative_absolute_N 0,0,0,0,0
ablative_case_N 0,0,0,0,0
able-bodied_seaman_N 0,0,0,0,0
able_seaman_N 0,0,0,0,0
abney_level_N 0,0,0,0,0
abnormal_psychology_N 0,0,0,0,0
abo_antibodies_N 0,0,0,0,0
abo_blood_group_system_N 0,0,0,0,0
abo_group_N 0,0,0,0,0
abo_system_N 0,0,0,0,0
abominable_snowman_N 0,0,0,0,0
aboriginal_australian_N 0,0,0,0,0
abortion-inducing_drug_N 0,0,0,0,0
abortion_pill_N 0,0,0,0,0
abound_in_V 0,0,0,1,1
about_to_O 1,0,17,0,0
about_to_V 1,0,17,0,0
about_turn_N 0,0,0,0,0
above_all_R 5,0,1,0,0
above_mentioned_J 1,0,1,0,0
abrading_stone_N 0,0,0,0,0
abraham's_bosom_N 0,0,0,0,0
abraham_lincoln_N 1,0,0,0,0 abe_lincoln 1,0,0,0,0
abraham_stoker_N 0,0,0,0,0
abramis_brama_N 0,0,0,0,0
abrasive_material_N 0,0,0,0,0
abronia_elliptica_N 0,0,0,0,0
abronia_fragrans_N 0,0,0,0,0
abronia_latifolia_N 0,0,0,0,0
abronia_maritima_N 0,0,0,0,0
abronia_umbellata_N 0,0,0,0,0
abronia_villosa_N 0,0,0,0,0
abrupt_change_N 0,0,1,0,0 abrupt_changes 1,0,0,0,1
abruptio_placentae_N 0,0,0,0,0
abruptly-pinnate_leaf_N 0,0,0,0,0
abruzzi_e_molise_N 0,0,0,0,0
abscessed_tooth_N 0,0,0,0,0
absence_seizure_N 0,0,0,0,0
absence_without_leave_N 0,0,0,0,0
absentee_ballot_N 0,0,0,0,0
absentee_rate_N 1,0,0,0,0
absinthe_oil_N 0,0,0,0,0
absolute_alcohol_N 0,0,0,0,0
absolute_ceiling_N 0,0,0,0,0
absolute_frequency_N 0,0,0,0,0
absolute_magnitude_N 0,0,0,0,0
absolute_majority_N 0,0,0,0,0
absolute_pitch_N 0,0,0,0,0
absolute_scale_N 0,0,0,0,0
absolute_space_N 0,0,0,0,0
absolute_temperature_N 1,0,0,0,0
absolute_threshold_N 0,0,0,0,0
absolute_value_N 0,0,0,0,0
absolute_viscosity_N 0,0,0,0,0
absolute_zero_N 0,0,0,0,0
absorbent_cotton_N 0,0,0,0,0
absorbent_material_N 0,0,0,0,0
absorption_band_N 0,0,0,0,0
absorption_coefficient_N 0,0,0,0,0
absorption_factor_N 0,0,0,0,0
absorption_indicator_N 0,0,0,0,0
absorption_spectrum_N 0,0,0,0,0 absorption_spectra 1,0,0,0,1
absorption_unit_N 0,0,0,0,0
abstract_art_N 1,0,0,0,0
abstract_artist_N 0,0,0,0,0
abstract_entity_N 0,0,0,0,0
abstract_expressionism_N 2,0,0,0,0
abstract_thought_N 0,0,0,0,0
abu_ali_al-husain_ibn_abdallah_ibn_sina_N 0,0,0,0,0
abu_dhabi_N 0,0,0,0,0
abu_hafs_al-masri_brigades_N 0,0,0,0,0
abu_nidal_organization_N 0,0,0,0,0
abu_sayyaf_N 0,0,0,0,0
abudefduf_saxatilis_N 0,0,0,0,0
abukir_bay_N 0,0,0,0,0
abul-walid_mohammed_ibn-ahmad_ibn-mohammed_ibn-roshd_N 0,0,0,0,0
abutilon_theophrasti_N 0,0,0,0,0
abutment_arch_N 0,0,0,0,0
aby_moritz_warburg_N 0,0,0,0,0
aby_warburg_N 0,0,0,0,0
abyssal_zone_N 0,0,0,0,0
abyssinian_banana_N 0,0,0,0,0
abyssinian_cat_N 0,0,0,0,0
acacia_auriculiformis_N 0,0,0,0,0
acacia_cambegei_N 0,0,0,0,0
acacia_catechu_N 0,0,0,0,0
acacia_dealbata_N 0,0,0,0,0
acacia_farnesiana_N 0,0,0,0,0
acacia_melanoxylon_N 0,0,0,0,0
acacia_pycnantha_N 0,0,0,0,0
acacia_xanthophloea_N 0,0,0,0,0
academic_administrator_N 0,0,0,0,0
academic_costume_N 0,0,0,0,0
academic_degree_N 0,0,0,0,0
academic_department_N 0,0,0,0,0
academic_freedom_N 0,0,0,0,0
academic_gown_N 0,0,0,0,0
academic_program_N 1,0,0,0,0
academic_relation_N 0,0,0,0,0
academic_requirement_N 0,0,0,0,0
academic_robe_N 0,0,0,0,0
academic_session_N 0,0,0,0,0
academic_term_N 0,0,0,0,0
academic_year_N 0,0,0,0,0
academy_award_N 0,0,0,0,0
academy_of_motion_picture_arts_and_sciences_N 0,0,0,0,0
academy_of_television_arts_and_sciences_N 0,0,0,0,0
acadia_national_park_N 0,0,0,0,0
acalypha_virginica_N 0,0,0,0,0
acanthisitta_chloris_N 0,0,0,0,0
acanthocereus_pentagonus_N 0,0,0,0,0
acanthocereus_tetragonus_N 0,0,0,0,0
acanthocybium_solandri_N 0,0,0,0,0
acanthophis_antarcticus_N 0,0,0,0,0
acanthoscelides_obtectus_N 0,0,0,0,0
acanthosis_nigricans_N 0,0,0,0,0
acanthurus_chirurgus_N 0,0,0,0,0
acanthus_family_N 0,0,0,0,0
acanthus_mollis_N 0,0,0,0,0
acapulco_de_juarez_N 0,0,0,0,0
acapulco_gold_N 0,0,0,0,0
acaroid_resin_N 0,0,0,0,0
accaroid_resin_N 0,0,0,0,0
acceleration_unit_N 0,0,0,0,0
accelerator_factor_N 0,0,0,0,0
accelerator_pedal_N 0,0,0,0,0
accent_mark_N 0,0,0,0,0
accentual_system_N 0,0,0,0,0 accentual_systems 1,0,0,0,1
acceptance_sampling_N 0,0,0,0,0
acceptor_rna_N 0,0,0,0,0
access_code_N 0,0,0,0,0
access_road_N 0,0,0,0,0 access_roads 1,0,0,0,1
access_time_N 0,0,0,0,0
accessory_after_the_fact_N 0,0,0,0,0
accessory_before_the_fact_N 0,0,0,0,0
accessory_cephalic_vein_N 0,0,0,0,0
accessory_during_the_fact_N 0,0,0,0,0
accessory_fruit_N 0,0,0,0,0
accessory_hemiazygos_vein_N 0,0,0,0,0
accessory_hemiazygous_vein_N 0,0,0,0,0
accessory_nerve_N 0,0,0,0,0
accessory_vertebral_vein_N 0,0,0,0,0
accident_surgery_N 0,0,0,0,0
accidental_injury_N 0,0,0,0,0
accipiter_cooperii_N 0,0,0,0,0
accipiter_gentilis_N 0,0,0,0,0
accipiter_nisus_N 0,0,0,0,0
accommodating_iol_N 0,0,0,0,0
accommodating_lens_implant_N 0,0,0,0,0
accommodation_endorser_N 0,0,0,0,0
accommodation_ladder_N 0,0,0,0,0
accommodation_reflex_N 0,0,0,0,0
accompanying_vein_N 0,0,0,0,0
accomplished_fact_N 0,0,0,0,0
accord_and_satisfaction_N 0,0,0,0,0
accordance_of_rights_N 0,0,0,0,0
according_as_J 1,0,0,0,0
according_to_N 2,0,35,0,0
according_to_O 19,0,18,0,0
according_to_R 1,0,36,0,0
according_to_V 4,0,33,0,0
accordion_door_N 0,0,0,0,0
account_book_N 0,0,0,0,0
account_executive_N 0,0,0,0,0
account_for_V 14,0,0,0,0 accounted_for 5,0,0,0,5 accounting_for 1,0,0,0,0 accounts_for 2,0,0,0,1
account_of_R 1,0,19,0,4
account_payable_N 0,0,0,0,0
account_representative_N 0,0,0,0,0
account_statement_N 0,0,0,0,0
accounting_data_N 0,0,0,0,0
accounting_entry_N 0,0,0,0,0
accounting_firm_N 0,0,0,0,0
accounting_principle_N 0,0,0,0,0
accounting_standard_N 0,0,0,0,0
accounting_system_N 0,0,0,0,0
accounts_payable_N 0,0,0,0,0
accounts_receivable_N 0,0,0,0,0
accroides_gum_N 0,0,0,0,0
accroides_resin_N 0,0,0,0,0
accrual_basis_N 0,0,0,0,0
accumulator_register_N 0,0,0,0,0
accusative_case_N 0,0,0,0,0
ace_inhibitor_N 0,0,0,0,0
ace_of_clubs_N 0,0,0,0,0
ace_of_diamonds_N 0,0,0,0,0
ace_of_hearts_N 0,0,0,0,0
ace_of_spades_N 2,0,0,0,0
acellular_slime_mold_N 0,0,0,0,0
acentric_chromosome_N 0,0,0,0,0
acer_argutum_N 0,0,0,0,0
acer_campestre_N 0,0,0,0,0
acer_circinatum_N 0,0,0,0,0
acer_glabrum_N 0,0,0,0,0
acer_japonicum_N 0,0,0,0,0
acer_macrophyllum_N 0,0,0,0,0
acer_negundo_N 0,0,0,0,0
acer_negundo_californicum_N 0,0,0,0,0
acer_palmatum_N 0,0,0,0,0
acer_pennsylvanicum_N 0,0,0,0,0
acer_platanoides_N 0,0,0,0,0
acer_pseudoplatanus_N 0,0,0,0,0
acer_rubrum_N 0,0,0,0,0
acer_saccharinum_N 0,0,0,0,0
acer_saccharum_N 0,0,0,0,0
acer_spicatum_N 0,0,0,0,0
acerate_leaf_N 0,0,0,0,0
acetate_disk_N 0,0,0,0,0
acetate_rayon_N 0,0,0,0,0
acetic_acid_N 0,0,0,0,0
acetic_anhydride_N 0,0,0,0,0
acetoacetic_acid_N 0,0,0,0,0
acetone_body_N 0,0,0,0,0
acetyl_chloride_N 0,0,0,0,0
acetyl_group_N 0,0,0,0,0
acetyl_radical_N 0,0,0,0,0
acetylsalicylic_acid_N 0,0,0,0,0
acherontia_atropos_N 0,0,0,0,0
acheson_process_N 0,0,0,0,0
acheta_assimilis_N 0,0,0,0,0
acheta_domestica_N 0,0,0,0,0
achille_ratti_N 0,0,0,0,0
achillea_millefolium_N 0,0,0,0,0
achillea_ptarmica_N 0,0,0,0,0
achilles'_heel_N 0,0,0,0,0
achilles_tendon_N 0,0,0,0,0
achmad_sukarno_N 0,0,0,0,0
achoerodus_gouldii_N 0,0,0,0,0
achras_zapota_N 0,0,0,0,0
achromatic_color_N 0,0,0,0,0
achromatic_colour_N 0,0,0,0,0
achromatic_lens_N 0,0,0,0,0
achromatic_vision_N 0,0,0,0,0
achylia_gastrica_N 0,0,0,0,0
acid-base_balance_N 0,0,0,0,0
acid-base_equilibrium_N 0,0,0,0,0
acid-base_indicator_N 0,0,0,0,0
acid_anhydrides_N 0,0,0,0,0
acid_dye_N 0,0,0,0,0
acid_halide_N 0,0,0,0,0
acid_head_N 0,0,0,0,0
acid_hydrogen_N 0,0,0,0,0
acid_precipitation_N 0,0,0,0,0
acid_rain_N 0,0,0,0,0
acid_rock_N 0,0,0,0,0
acid_test_N 0,0,0,0,0
acid_value_N 0,0,0,0,0
acidic_hydrogen_N 0,0,0,0,0
acidophilus_milk_N 0,0,0,0,0
acinonyx_jubatus_N 0,0,0,0,0
acinos_arvensis_N 0,0,0,0,0
acipenser_huso_N 0,0,0,0,0
acipenser_transmontanus_N 0,0,0,0,0
ack-ack_gun_N 0,0,0,0,0
aclinic_line_N 0,0,0,0,0
acne_rosacea_N 0,0,0,0,0
acne_vulgaris_N 0,0,0,0,0
acocanthera_oblongifolia_N 0,0,0,0,0
acocanthera_oppositifolia_N 0,0,0,0,0
acocanthera_spectabilis_N 0,0,0,0,0
acocanthera_venenata_N 0,0,0,0,0
aconitum_lycoctonum_N 0,0,0,0,0
aconitum_napellus_N 0,0,0,0,0
acorn_barnacle_N 0,0,0,0,0
acorn_cup_N 0,0,0,0,0
acorn_squash_N 0,0,0,0,0
acorn_tube_N 0,0,0,0,0
acorus_calamus_N 0,0,0,0,0
acoustic_aphasia_N 0,0,0,0,0
acoustic_buoy_N 0,0,0,0,0
acoustic_delay_line_N 0,0,0,0,0
acoustic_device_N 0,0,0,0,0
acoustic_gramophone_N 0,0,0,0,0
acoustic_guitar_N 0,0,0,0,0
acoustic_impedance_N 0,0,0,0,0
acoustic_meatus_N 0,0,0,0,0
acoustic_modem_N 0,0,0,0,0
acoustic_nerve_N 0,0,0,0,0
acoustic_phenomenon_N 0,0,0,0,0
acoustic_power_N 0,0,0,0,0
acoustic_projection_N 0,0,0,0,0
acoustic_radiation_pressure_N 0,0,0,0,0
acoustic_reactance_N 0,0,0,0,0
acoustic_resistance_N 0,0,0,0,0
acoustic_spectrum_N 0,0,0,0,0
acoustic_storage_N 0,0,0,0,0
acoustic_wave_N 0,0,0,0,0
acquainted_with_J 2,0,0,0,0
acquired_hemochromatosis_N 0,0,0,0,0
acquired_immune_deficiency_syndrome_N 0,0,0,0,0
acquired_immunity_N 0,0,0,0,0
acquired_reflex_N 0,0,0,0,0
acquired_taste_N 0,0,0,0,0
acquisition_agreement_N 0,0,0,0,0
acre_inch_N 0,0,0,0,0
acridotheres_tristis_N 0,0,0,0,0
acris_crepitans_N 0,0,0,0,0
acris_gryllus_N 0,0,0,0,0
acrobatic_feat_N 0,0,0,0,0
acrobatic_stunt_N 0,0,0,0,0
acrocarpous_moss_N 0,0,0,0,0
acrocarpus_fraxinifolius_N 0,0,0,0,0
acrocentric_chromosome_N 0,0,0,0,0
acrocephalus_schoenobaenus_N 0,0,0,0,0
acroclinium_roseum_N 0,0,0,0,0
acrocomia_aculeata_N 0,0,0,0,0
acrocomia_vinifera_N 0,0,0,0,0
acromial_process_N 0,0,0,0,0
across_the_board_R 0,0,0,0,0
across_the_country_R 0,0,0,0,0
across_the_nation_R 2,0,0,0,0
acrostichum_aureum_N 0,0,0,0,0
acrylate_resin_N 0,0,0,0,0
acrylic_acid_N 0,0,0,0,0
acrylic_fiber_N 0,0,0,0,0
acrylic_paint_N 0,0,0,0,0
acrylic_resin_N 0,0,0,0,0
act_as_V 4,0,0,0,0 acted_as 1,0,1,1,1 acting_as 4,0,0,0,4 acts_as 3,0,0,0,3
act_involuntarily_V 0,0,0,0,0
act_of_god_N 0,0,0,0,0
act_of_terrorism_N 0,0,0,0,0
act_on_V 4,0,2,0,0 acts_on 1,0,0,0,1
act_out_V 0,0,0,0,0 acting_out 2,0,0,0,2
act_reflexively_V 0,0,0,0,0
act_superior_V 0,0,0,0,0
act_up_V 0,0,0,0,0
act_upon_V 0,0,0,0,0
actaea_alba_N 0,0,0,0,0
actaea_rubra_N 0,0,0,0,0
acth_gel_N 1,0,0,0,0
actias_luna_N 0,0,0,0,0
acting_out_N 0,0,2,0,0
actinic_dermatitis_N 0,0,0,0,0
actinic_keratosis_N 0,0,0,0,0
actinic_radiation_N 0,0,0,0,0
actinic_ray_N 0,0,0,0,0
actinide_series_N 0,0,0,0,0
actinidia_arguta_N 0,0,0,0,0
actinidia_chinensis_N 0,0,0,0,0
actinidia_deliciosa_N 0,0,0,0,0
actinidia_polygama_N 0,0,0,0,0
actinomeris_alternifolia_N 0,0,0,0,0
action_at_law_N 0,0,0,0,0
action_mechanism_N 0,0,0,0,0
action_officer_N 0,0,0,0,0
action_painting_N 0,0,0,0,0
action_plant_N 0,0,0,0,0
action_potential_N 0,0,0,0,0
action_replay_N 0,0,0,0,0
action_spectrum_N 0,0,0,0,0
actitis_hypoleucos_N 0,0,0,0,0
actitis_macularia_N 0,0,0,0,0
activated_carbon_N 0,0,0,0,0
activated_charcoal_N 0,0,0,0,0
activating_agent_N 0,0,0,0,0
activation_energy_N 4,0,0,0,0 activation_energies 2,0,0,0,2
active_agent_N 0,0,0,0,0
active_air_defense_N 0,0,0,0,0
active_application_N 0,0,0,0,0
active_birth_N 0,0,0,0,0
active_citizen_N 0,0,0,0,0
active_immunity_N 0,0,0,0,0
active_matrix_screen_N 0,0,0,0,0
active_placebo_N 0,0,0,0,0
active_site_N 0,0,0,0,0
active_transport_N 0,0,0,0,0
active_trust_N 0,0,0,0,0
active_voice_N 0,0,0,0,0
actor's_agent_N 0,0,0,0,0
actor's_assistant_N 0,0,0,0,0
actor's_line_N 0,0,0,0,0
acts_of_the_apostles_N 0,0,0,0,0
actual_damages_N 0,0,0,0,0
actual_eviction_N 0,0,0,0,0
actual_possession_N 0,0,0,0,0
actual_sin_N 0,0,0,0,0
actuarial_table_N 0,0,0,0,0
actus_reus_N 0,0,0,0,0
acuminate_leaf_N 0,0,0,0,0
acute-angled_triangle_N 0,0,0,0,0
acute_accent_N 0,0,0,0,0
acute_angle_N 0,0,0,0,0
acute_anterior_poliomyelitis_N 0,0,0,0,0
acute_brain_disorder_N 0,0,0,0,0
acute_gastritis_N 0,0,0,0,0
acute_glaucoma_N 0,0,0,0,0
acute_glossitis_N 0,0,0,0,0
acute_hemorrhagic_encephalitis_N 0,0,0,0,0
acute_inclusion_body_encephalitis_N 0,0,0,0,0
acute_kidney_failure_N 0,0,0,0,0
acute_leukemia_N 0,0,0,0,0
acute_lymphoblastic_leukemia_N 0,0,0,0,0
acute_lymphocytic_leukemia_N 0,0,0,0,0
acute_myelocytic_leukemia_N 0,0,0,0,0
acute_myeloid_leukemia_N 0,0,0,0,0
acute_organic_brain_syndrome_N 0,0,0,0,0
acute_pyelonephritis_N 0,0,0,0,0
acute_renal_failure_N 0,0,0,0,0
acute_schizophrenic_episode_N 0,0,0,0,0
acute_triangle_N 0,0,0,0,0
acyl_anhydrides_N 0,0,0,0,0
acyl_group_N 0,0,0,0,0
acyl_halide_N 0,0,0,0,0
ad_agency_N 0,0,0,0,0
ad_blitz_N 0,0,0,0,0
ad_campaign_N 1,0,0,0,0
ad_hoc_J 0,0,1,0,0
ad_hoc_R 1,0,0,0,0
ad_hominem_J 0,0,0,0,0
ad_infinitum_R 2,0,0,0,0
ad_interim_R 0,0,0,0,0
ad_lib_R 0,0,0,0,0
ad_libitum_R 0,0,0,0,0
ad_nauseam_R 0,0,0,0,0
ad_val_R 0,0,0,0,0
ad_valorem_R 0,0,0,0,0
ad_valorem_tax_N 0,0,0,0,0
adalia_bipunctata_N 0,0,0,0,0
adam's_apple_N 0,0,0,0,0
adam's_needle_N 0,0,0,0,0
adam's_needle-and-thread_N 0,0,0,0,0
adam's_peak_N 0,0,0,0,0
adam_smith_N 0,0,3,0,0
adams-stokes_syndrome_N 0,0,0,0,0
adansonia_digitata_N 0,0,0,0,0
adansonia_gregorii_N 0,0,0,0,0
adapid_group_N 0,0,0,0,0
adaptive_radiation_N 0,0,0,0,0
adar_sheni_N 0,0,0,0,0
add_on_V 0,0,0,0,0
add_to_V 0,0,4,15,15
add_together_V 0,0,0,1,1
add_up_V 1,0,0,0,0
addax_nasomaculatus_N 0,0,0,0,0
adder's_fern_N 0,0,0,0,0
adder's_tongue_N 0,0,0,0,0
adder's_tongue_fern_N 0,0,0,0,0
adding_machine_N 0,0,0,0,0
addis_ababa_N 0,0,0,0,0
addison's_disease_N 0,0,0,0,0
addison's_syndrome_N 0,0,0,0,0
addition_reaction_N 0,0,0,0,0
additions_to_esther_N 0,0,0,0,0
additive_inverse_N 0,0,0,0,0
addressing_machine_N 0,0,0,0,0
adductor_muscle_N 0,0,0,0,0
adelges_abietis_N 0,0,0,0,0
adelges_piceae_N 0,0,0,0,0
adelie_coast_N 0,0,0,0,0
adelie_land_N 0,0,0,0,0
adelie_penguin_N 0,0,0,0,0
adeline_virginia_stephen_woolf_N 0,0,0,0,0
aden-abyan_islamic_army_N 0,0,0,0,0
adenanthera_pavonina_N 0,0,0,0,0
adenium_multiflorum_N 0,0,0,0,0
adenium_obesum_N 0,0,0,0,0
adenomatous_polyp_N 0,0,0,0,0
adenosine_deaminase_N 0,0,0,0,0
adenosine_diphosphate_N 0,0,0,0,0
adenosine_monophosphate_N 0,0,0,0,0
adenosine_triphosphate_N 0,0,0,0,0
adenota_vardoni_N 0,0,0,0,0
adenylic_acid_N 0,0,0,0,0
adequate_to_J 4,0,1,0,0
ader_wax_N 0,0,0,0,0
adhesion_contract_N 0,0,0,0,0
adhesive_agent_N 0,0,0,0,0
